image_filename,# objects,X1 3D,Y1 3D,Z1 3D,X1 Obj Center 2D,Y1 Obj Center 2D
247,1,1.375,1.5,12.188,1079.7287211142655,516.6017632069158
248,1,1.375,1.5,12.188,1080.3188662315074,516.3949296571014
249,1,1.375,1.5,12.188,1081.7779921952326,515.625651155812
250,1,1.375,1.5,12.188,1086.2423552984922,517.3191457977631
251,1,1.4375,1.5,12.25,1089.8154120946524,519.2551946411436
252,1,1.4375,1.5,12.25,1093.0650078798976,515.3402535085904
253,1,1.5,1.5,12.25,1094.8543661363815,519.1562633026929
254,1,1.5,1.5,12.25,1096.4341055100278,517.2710919140798
255,1,1.5,1.5,12.25,1098.2537840805273,513.8667650409017
256,1,1.5,1.5,12.25,1099.1781264513288,515.2401355307758
257,1,1.625,1.5,12.313,1100.7704527838202,514.4380383865932
258,1,1.625,1.5,12.313,1113.8843305356902,521.4252237860212
259,1,1.6875,1.5,12.375,1119.0163408045505,524.0109461443444
260,1,1.6875,1.5,12.375,1123.155976946902,523.0167600703841
261,1,1.6875,1.5,12.375,1125.9136938233655,519.9608912691639
262,1,1.6875,1.5,12.375,1127.472743443368,522.7491956798112
436,1,0.0625,1.5,15.313,978.8080812302663,508.44494957613085
437,1,-0.0,1.5,15.375,975.6344417031232,508.1241865127665
438,1,-0.0,1.5,15.375,977.2222233042492,506.0259764518902
439,1,-0.0,1.5,15.375,972.0731427290635,505.2489667829958
440,1,-0.0,1.5,15.375,975.2270791788173,506.29311565830943
441,1,-0.0,1.5,15.375,969.9316311378673,504.7374609619724
442,1,-0.0,1.5,15.375,966.6521340490569,504.12501088137094
443,1,-0.0625,1.5,15.5,967.2189454040758,505.24773906453265
444,1,-0.0625,1.5,15.5,965.1873907431182,502.4325978939087
445,1,-0.0625,1.5,15.563,957.6747501086961,503.93077157420635
446,1,-0.0625,1.5,15.563,954.8778918911834,501.1915652085503
447,1,-0.0625,1.5,15.563,953.9046798535834,498.9187899964371
448,1,-0.0625,1.5,15.563,952.0196589325819,497.4056586440048
449,1,-0.125,1.5,15.563,951.087292042874,498.83819130433756
450,1,-0.125,1.5,15.563,950.494044281593,498.08886221645525
451,1,-0.125,1.5,15.688,949.7139387485248,496.5065103415193
452,1,-0.125,1.5,15.688,948.5147220067797,497.91406102335907
453,1,-0.125,1.5,15.688,948.4665661211611,498.46714891298075
454,1,-0.125,1.5,15.688,945.2352260411857,498.03601524899796
455,1,-0.1875,1.5,15.75,944.0781401887843,497.8865034883547
456,1,-0.1875,1.5,15.75,940.7437446376622,499.1654281895675
457,1,-0.1875,1.5,15.75,938.5679892693161,501.6335169990115
458,1,-0.1875,1.5,15.75,935.5164358803609,500.59965060097653
459,1,-0.1875,1.5,15.75,932.1283138809276,500.8620040380248
460,1,-0.1875,1.5,15.75,930.6016778634685,497.6617999221299
461,1,-0.1875,1.5,15.875,927.4670518099495,500.42822935783295
462,1,-0.1875,1.5,15.875,926.367505807975,499.49318758335835
463,1,-0.1875,1.5,15.938,925.0533898841095,497.81573694483785
464,1,-0.1875,1.5,15.938,922.6576753444971,499.1707643751938
465,1,-0.1875,1.5,15.938,919.1950982909234,501.0047599030348
466,1,-0.1875,1.5,15.938,917.6333704808728,501.0440763816157
467,1,-0.25,1.5,16.0,916.7994507999424,499.075214874656
468,1,-0.25,1.5,16.0,914.5861823527828,498.9877793440969
469,1,-0.25,1.5,16.0,913.501937505619,500.94723552281835
470,1,-0.25,1.5,16.188000000000002,912.1758860462371,500.36370555464094
471,1,-0.25,1.5,16.188000000000002,912.7480381415073,498.15009338423243
472,1,-0.25,1.5,16.188000000000002,912.7091937734239,494.6536303626941
473,1,-0.25,1.5,16.25,912.0912827237978,494.69147824841184
474,1,-0.25,1.5,16.25,911.5789046583733,496.0508833562068
475,1,-0.25,1.5,16.25,910.1127083194996,495.91738547932925
476,1,-0.25,1.5,16.313000000000002,908.6155166794138,494.5547927952706
477,1,-0.25,1.5,16.313000000000002,908.4370966137101,494.0524619233039
478,1,-0.25,1.5,16.313000000000002,910.0754625467074,493.2162388146555
479,1,-0.25,1.5,16.5,911.0636622738347,492.9184428069692
480,1,-0.25,1.5,16.5,911.7974658947019,491.4990717225744
481,1,-0.25,1.5,16.5,911.767004986038,490.9828266050497
482,1,-0.25,1.5,16.563000000000002,911.3288534626815,490.4365317803464
484,1,-0.25,1.5,16.563000000000002,911.3409118614227,490.74847556600196
485,1,-0.25,1.5,16.625,911.6781448771212,491.47097740125537
486,1,-0.25,1.5,16.625,911.7988288920003,490.40000372677633
487,1,-0.25,1.5,16.625,911.5665873156346,490.03077869392075
490,1,-0.25,1.5,16.813,913.2026101310637,492.53902496453657
491,1,-0.25,1.5,16.875,914.0893799761569,493.53344353102267
492,1,-0.25,1.5,16.875,915.0529380696393,494.5334869277362
493,1,-0.25,1.5,16.875,914.4191470944506,494.2430893022452
494,1,-0.25,1.5,17.0,914.1724011134711,494.78730194348077
495,1,-0.25,1.5,17.0,914.4068626782249,496.30952355678096
496,1,-0.25,1.5,17.0,915.4796698595002,498.189881693457
497,1,-0.25,1.5,17.125,916.5411287232546,497.57690445842684
498,1,-0.25,1.5,17.125,916.9382381426697,498.6447229676977
499,1,-0.25,1.5,17.125,918.0656920558868,496.3976495248053
500,1,-0.25,1.5,17.313,917.1558729548503,495.52393416154325
501,1,-0.25,1.5,17.313,917.7943943442757,495.1926921657756
502,1,-0.25,1.5,17.313,917.0343763261794,494.4049357622396
503,1,-0.3125,1.5,17.375,917.7311281254395,494.77093112470675
504,1,-0.3125,1.5,17.375,918.3169765307682,494.2484078399575
505,1,-0.3125,1.5,17.375,919.8565044507886,495.38186799001505
506,1,-0.3125,1.5,17.563,920.7511810354931,494.4853671805089
507,1,-0.3125,1.5,17.563,920.4123917822656,493.4845412990019
508,1,-0.3125,1.5,17.563,921.2583826456714,492.4485498899868
509,1,-0.3125,1.5,17.625,922.5551579795339,490.7411728331457
510,1,-0.3125,1.5,17.625,926.3402973476841,490.771456605395
511,1,-0.3125,1.5,17.625,924.7610065004113,482.85844151728253
512,1,-0.3125,1.5,17.75,924.7791766790385,480.52775126593156
513,1,-0.3125,1.5,17.75,926.7927822093809,489.1929932079608
514,1,-0.3125,1.5,17.75,928.4793110785834,494.87277684375186
515,1,-0.3125,1.5,17.813,930.7360804445009,495.79869833370816
516,1,-0.3125,1.5,17.813,931.248544067417,494.16897318615855
517,1,-0.3125,1.5,17.813,931.4027559514664,494.17955425745845
518,1,-0.3125,1.5,18.0,932.7462811701058,494.830130842882
519,1,-0.3125,1.5,18.0,933.8803466135093,495.720978286156
520,1,-0.3125,1.5,18.0,933.9468252356406,495.38714321546473
521,1,-0.3125,1.5,18.125,935.2565286909066,496.5651281278993
522,1,-0.3125,1.5,18.125,936.0496648376036,495.68305475845034
523,1,-0.3125,1.5,18.125,937.3051781344109,498.6274952953165
524,1,-0.3125,1.5,18.188,938.405557061032,499.0681532258948
525,1,-0.3125,1.5,18.188,938.4571443089003,497.8932279132083
526,1,-0.3125,1.5,18.188,938.4409035704366,496.76793878183884
527,1,-0.3125,1.5,18.375,938.0722181318246,496.3301451794644
528,1,-0.3125,1.5,18.375,936.2555818005573,486.2513115944422
529,1,-0.3125,1.5,18.375,935.8522612492341,493.28245641987615
530,1,-0.3125,1.5,18.5,936.0409548486882,483.9437655700177
531,1,-0.3125,1.5,18.5,936.0950941752337,480.90926671651823
532,1,-0.3125,1.5,18.5,936.3276117899313,479.5803764343905
533,1,-0.3125,1.5,18.625,936.1143250175437,478.05132949374166
534,1,-0.3125,1.5,18.625,936.4356188867263,478.96849401381996
535,1,-0.3125,1.5,18.625,938.553702560761,488.68416755115936
536,1,-0.3125,1.5,18.75,938.6714044804548,483.80759664402063
537,1,-0.3125,1.5,18.75,939.0220628136631,482.4888504627944
538,1,-0.3125,1.5,18.75,938.1384631541646,481.3503190756911
539,1,-0.3125,1.5,18.938,938.7940315568404,480.94365787576066
540,1,-0.3125,1.5,18.938,939.3616328675693,478.81647479295987
541,1,-0.3125,1.5,18.938,937.8956681248967,478.0417066689678
542,1,-0.3125,1.5,19.063,937.3385115457381,476.4476493893427
543,1,-0.3125,1.5,19.063,937.4597560429295,475.21355400202503
544,1,-0.3125,1.5,19.063,937.1694288140113,475.4543290682476
545,1,-0.3125,1.5,19.188,938.0577591674873,475.5740753884435
546,1,-0.3125,1.5,19.188,937.724251281285,475.64697425797175
547,1,-0.3125,1.5,19.188,938.2592839690881,475.69697364580054
548,1,-0.3125,1.5,19.375,939.1213661605366,475.0732033007499
549,1,-0.3125,1.5,19.375,939.4397573441881,474.85807038597727
550,1,-0.3125,1.5,19.375,939.5514790138232,474.79556395971576
551,1,-0.3125,1.5,19.5,938.9221943536498,475.45302655582475
552,1,-0.3125,1.5,19.5,939.0102737317047,474.3896671513411
553,1,-0.3125,1.5,19.5,940.0371437511128,473.3365004060622
554,1,-0.3125,1.5,19.625,939.7500591531923,472.293579542301
555,1,-0.3125,1.5,19.625,938.3068883564023,473.25064564827164
556,1,-0.3125,1.5,19.625,938.425319788983,474.28962585363126
557,1,-0.3125,1.5,19.875,938.8010749743607,474.69149561737436
558,1,-0.3125,1.5,19.875,938.6130538720688,474.8502847206115
559,1,-0.3125,1.5,19.875,938.8713699937698,474.25425405038754
560,1,-0.3125,1.5,20.0,938.9683229769042,474.03373283914607
561,1,-0.3125,1.5,20.0,939.0034213322258,474.6174764679281
562,1,-0.3125,1.5,20.0,938.0249954757479,474.8429095805815
563,1,-0.3125,1.5,20.125,937.3241424350529,474.930959689827
564,1,-0.3125,1.5,20.125,937.0625972545826,474.3054269460396
565,1,-0.3125,1.5,20.125,937.3004895977547,474.7327420591787
566,1,-0.3125,1.5,20.313,937.064709843138,473.57556107952337
567,1,-0.3125,1.5,20.313,936.9800500863257,473.1395574329466
568,1,-0.3125,1.5,20.313,935.9593808252944,472.9822484847432
569,1,-0.3125,1.5,20.688,935.5805959605639,473.59430252825973
570,1,-0.3125,1.5,20.688,935.778033431199,474.4918034806882
571,1,-0.3125,1.5,20.688,935.8604078038242,474.17152177849937
572,1,-0.3125,1.5,20.813,936.2308493429152,473.38686947773454
573,1,-0.3125,1.5,20.813,936.3757585440892,473.75696765376415
574,1,-0.3125,1.5,20.813,937.096360809512,474.5621501488129
575,1,-0.3125,1.5,21.125,937.3689198621605,474.86576768655186
576,1,-0.3125,1.5,21.125,937.8020217070648,474.9785123301027
577,1,-0.3125,1.5,21.125,937.9629230417171,475.01820008585366
578,1,-0.3125,1.5,21.25,937.3583758913965,474.36860589113985
579,1,-0.3125,1.5,21.25,936.4648938811885,474.1214873725406
580,1,-0.3125,1.5,21.25,936.1290415978447,474.0291144472594
581,1,-0.3125,1.5,21.375,936.6669692186767,473.9957342694088
582,1,-0.3125,1.5,21.375,936.212835568976,473.3237892612999
583,1,-0.3125,1.5,21.375,936.7042654710308,473.0723018396742
584,1,-0.3125,1.5,21.625,937.8853566128037,470.33472821426915
585,1,-0.3125,1.5,21.625,939.3321226130164,469.3067063715453
586,1,-0.3125,1.5,21.625,940.197614685257,467.60850290711164
587,1,-0.3125,1.5,21.75,940.509593143061,466.9951857010327
588,1,-0.3125,1.5,21.75,941.2786238045821,466.79027657343795
589,1,-0.3125,1.5,21.75,941.5531722515929,466.73706667767806
590,1,-0.25,1.5,21.875,942.3062375751506,467.4055350957377
591,1,-0.25,1.5,21.875,942.9047042163741,467.0093022421505
592,1,-0.25,1.5,21.875,942.4502860487754,468.20202865153715
593,1,-0.25,1.5,22.0,942.5959578959237,467.33859080863874
594,1,-0.25,1.5,22.0,942.9690621049288,467.68466626270265
595,1,-0.25,1.5,22.0,943.7595376799795,467.16140928719824
596,1,-0.25,1.5,22.25,942.3824986761972,466.308338587776
597,1,-0.25,1.5,22.25,942.5192142212477,466.6629260337594
598,1,-0.25,1.5,22.25,942.5640345315928,466.80651858907856
599,1,-0.25,1.5,22.375,942.905450103717,466.20735018265543
626,2,-0.1875,1.5,24.063,424.5447413070426,558.6658780759338
626,2,-4.125,1.5,15.313,948.6268801049821,463.3552014431659
627,2,-0.1875,1.5,24.063,444.90388796502793,558.1205354147774
627,2,-4.125,1.5,15.313,948.9453199761664,463.06562602335725
628,2,-0.1875,1.5,24.063,455.8283795785652,557.3136754492623
628,2,-4.125,1.5,15.313,948.7261355059893,463.6247099788209
629,2,-0.1875,1.5,24.25,465.39157631361275,555.0460931629183
629,2,-3.9375,1.5,15.5,947.9750684514265,461.8583430648108
630,2,-0.1875,1.5,24.25,476.5496837101539,554.3480466989607
630,2,-3.9375,1.5,15.5,948.3488849190098,460.5268437596354
631,2,-0.1875,1.5,24.25,489.6492906231657,556.2295409099056
631,2,-3.9375,1.5,15.5,948.485077502671,458.7046363581518
632,2,-0.125,1.5,24.563,499.7050284953476,558.3137114841775
632,2,-3.6875,1.5,15.625,948.8662418197148,458.7169626973483
633,2,-0.125,1.5,24.563,508.3298326013934,557.1219224265701
633,2,-3.6875,1.5,15.625,949.3360570981245,458.07403357838314
634,2,-0.125,1.5,24.563,521.768953501082,556.0488548734179
634,2,-3.6875,1.5,15.625,949.8392351169799,457.85436171548884
635,2,-0.125,1.5,24.688,528.0406188823431,555.6840380010649
635,2,-3.75,1.5,16.438000000000002,950.0192169730658,458.45816031020127
636,2,-0.125,1.5,24.688,534.2715152550192,554.2588489729534
636,2,-3.75,1.5,16.438000000000002,950.0785222979299,458.6991596384118
637,2,-0.125,1.5,24.688,542.8256927241475,550.432057518088
637,2,-3.75,1.5,16.438000000000002,950.0928817706505,458.140787873367
638,2,-0.125,1.5,24.875,551.5994013561823,548.3708503070311
638,2,-3.75,1.5,17.125,950.7524957904384,457.9413694165261
639,2,-0.125,1.5,24.875,557.1331913662824,544.9852547945071
639,2,-3.75,1.5,17.125,951.6585444637913,460.53742700690475
640,2,-0.125,1.5,24.875,563.4554993078925,541.7667334941883
640,2,-3.75,1.5,17.125,952.3281688084182,462.897406877711
641,2,-0.125,1.5,25.25,569.4338355666728,539.9851693843401
641,2,-3.75,1.5,18.5,952.222842182195,463.73664302920963
642,2,-0.125,1.5,25.25,578.0165116951619,540.085866932127
642,2,-3.75,1.5,18.5,951.8371605780817,463.3661054489129
643,2,-0.125,1.5,25.25,584.2004318590582,538.170754170996
643,2,-3.75,1.5,18.5,951.0126050456877,463.88241666199735
644,2,-0.125,1.5,25.438,593.5137098970022,541.5624574817957
644,2,-3.75,1.5,19.25,952.0300321086681,464.0636103604213
645,2,-0.125,1.5,25.438,601.3267532838018,538.2239693316224
645,2,-3.75,1.5,19.25,952.4086817119937,464.78469851097555
646,2,-0.125,1.5,25.438,606.5268959117745,536.9851310200023
646,2,-3.75,1.5,19.25,953.2063049368525,465.04257769112314
647,2,-0.125,1.5,25.625,610.8102901241534,529.8579154285571
647,2,-3.8125,1.5,20.0,953.4967794352862,465.1262667013414
648,2,-0.125,1.5,25.625,617.4512967561257,525.2877209121907
648,2,-3.8125,1.5,20.0,953.5946709096843,465.14469540189145
649,2,-0.125,1.5,25.625,623.6212935700717,524.3500474368233
649,2,-3.8125,1.5,20.0,953.6203182507486,464.47553764370326
650,2,-0.125,1.5,25.938,626.4501137592534,522.0722727059624
650,2,-3.8125,1.5,21.313,953.6197826732807,463.550374373149
651,2,-0.125,1.5,25.938,632.6996382211056,517.8904764024555
651,2,-3.8125,1.5,21.313,953.6101417348121,462.53189313369876
652,2,-0.125,1.5,25.938,639.782933429981,515.8243527368975
652,2,-3.8125,1.5,21.313,953.9317826715246,461.48373234278927
653,2,-0.125,1.5,26.125,644.4989277438863,512.4852132811081
653,2,-3.75,1.5,22.063,954.0441320569944,461.0977196326284
654,2,-0.125,1.5,26.125,647.9912855830623,511.99270822019287
654,2,-3.75,1.5,22.063,954.0787277939589,460.96128974104636
655,2,-0.125,1.5,26.125,654.0321646276882,511.2378180200386
655,2,-3.75,1.5,22.063,954.4163464231315,461.5819851590047
656,2,-0.125,1.5,26.313,657.6988520508332,509.72033608525726
656,2,-3.8125,1.5,22.75,954.2060127019078,462.481931370791
657,2,-0.125,1.5,26.313,660.1379376130637,508.5758826164365
657,2,-3.8125,1.5,22.75,954.1193973044366,462.8254849698884
658,2,-0.125,1.5,26.313,661.1876597639184,506.2203298844852
658,2,-3.8125,1.5,22.75,954.0815237459125,462.2944953339776
659,2,-0.125,1.5,26.625,671.9929171695537,504.08543446452734
659,2,-3.75,1.5,24.063,954.3935323198648,462.09199691254094
660,2,-0.125,1.5,26.625,678.8850004423905,502.0315992621563
660,2,-3.75,1.5,24.063,954.5065861012623,463.3454893868644
661,2,-0.125,1.5,26.625,683.8631119530748,500.68879422253275
661,2,-3.75,1.5,24.063,954.2144785467907,463.15227512791824
662,2,-0.125,1.5,26.625,687.7999746294554,499.60916504161344
662,2,-3.75,1.5,24.063,954.0988543418321,463.7375004690971
663,2,-0.125,1.5,26.625,690.0127739336428,499.2964205090601
663,2,-3.75,1.5,24.063,954.3837340124533,463.954268289883
664,2,-0.125,1.5,26.625,691.967089262398,498.5726246948876
664,2,-3.75,1.5,24.063,954.8206428566875,463.36654218373326
665,2,-0.125,1.5,26.625,697.5326515221723,496.35467008443936
665,2,-3.75,1.5,24.063,954.9806969604681,461.81534795433697
666,2,-0.125,1.5,26.625,702.0908999074333,494.92095505214377
666,2,-3.75,1.5,24.063,955.035712735428,461.230457132957
667,2,-0.125,1.5,26.625,704.614594985094,493.1180073727078
667,2,-3.75,1.5,24.063,955.384059741571,460.35277697597485
